news_id,type,symbol,text,logit,prediction,sentiment_score
672,Summary,VJC,"at the end of the second quarter, Vietjet recorded the revenue of not reaching 2,973 billion dong . despite being affected by the 4th Covid-19 wave, the airline has made efforts to increase freight . the airline has transported more than 4.8 million passengers across the flight network .","[0.9437467455863953, 0.016117172315716743, 0.04013609513640404]",positive,0.9276296
673,Summary,VJC,các các ngành hàng không hay l hành gn nh là nhng nn nhân chu nh hng n 100% nhng h ly tiêu cc . các công ty hàng không,"[0.0709964781999588, 0.019914912059903145, 0.9090886116027832]",neutral,0.051081568
674,Summary,VJC,"the general meeting of shareholders of Vietjet Aviation Joint Stock Company (HOSE: VJC) will take place . with the development of CIVI-19 epidemic, the congress will approve the resolution to rebuild a cautious business plan in 2021 .","[0.5892568230628967, 0.01179978996515274, 0.39894333481788635]",positive,0.577457
675,Summary,VJC,"a domestic investor bought all the above bond lots . at the end of the first quarter of 2021, Vietjet recorded a revenue of VND 4,048 billion and profit after tax consolidated VND 123 billion.","[0.05635152757167816, 0.017096327617764473, 0.9265521168708801]",neutral,0.0392552
676,Summary,VJC,"in the first quarter of 2021, Vietjet achieved revenue and profit after tax of the parent company, respectively VND 2,845 billion and VND 110 billion . this profit comes from the fact that Vietjet invests in projects, financial investment, aviation service development .","[0.3422756493091583, 0.00918069388717413, 0.6485435962677002]",neutral,0.33309495
677,Summary,VJC,"the average selling price of VND 132,248, equivalent to the total value of more than VND 2,350 billion . Vietjet registered to buy 25 million treasury shares but only bought more than 17.77 million shares due to inadequate market liquidity .","[0.01768261194229126, 0.8935549259185791, 0.08876245468854904]",negative,-0.8758723
678,Summary,VJC,th trng chng khoán ang chng kin này khá ln ca im này khá ln . các doanh nghip tnh chuyn a c phiu qu ra bán . th trng ch,"[0.05695045739412308, 0.029469387605786324, 0.9135801196098328]",neutral,0.02748107
679,Summary,VJC,"Vietjet wants to bring all 17,772,740 treasury shares that are owned to increase working capital . the board authorizes the Chairman of the Board of Directors to preside over and direct tasks related to the sale of treasury shares.","[0.07082535326480865, 0.011978520080447197, 0.9171961545944214]",neutral,0.05884683
680,Summary,VJC,"by the end of the session on February 19, 2021, there are 23 stocks with 3 shares at 3 numbers - the most expensive stock in the market . Including familiar stocks such as CAB, MWG, HLB, VJC, SCS, TBD, VIC, VNM, FOC . notably, the amazing price increase of GAB and THD in which GAB opened the trading session in early 2020 with a modest price of 18,550 VND .","[0.12433724105358124, 0.017864275723695755, 0.8577985167503357]",neutral,0.10647297
681,Summary,VJC,"the fourth quarter of the fourth quarter of the fourth quarter reached more than 2,500 billion, nearly 5 times higher than the same period last year . profit before tax of the whole year reached nearly 300 billion VND and after tax of more than 180 billion VND . before that, due to the influence of the pandemic on most core business lines such as tourism, aviation .","[0.29087504744529724, 0.5304923057556152, 0.17863261699676514]",negative,-0.23961726
682,Summary,VJC,"vietjet achieved a consolidated after -tax profit of VND 274 billion in the fourth quarter of 2020 . in 2020, the airline achieved a consolidated after -tax profit of VND 70 billion . the airline is one of the few airlines in the world that did not dismiss employees .","[0.03125958889722824, 0.5447807908058167, 0.4239596128463745]",negative,-0.5135212
683,Summary,VJC,"cái tên mi  trên TOP thi gian dài, có nhng cái tên khá nhiu bin ng trong nam qua . c phiu gi v tr quán quân v giá các c phiu","[0.08851493895053864, 0.04220173507928848, 0.8692832589149475]",neutral,0.046313204
684,Summary,VJC,this is the second batch of Vietjet to issue bonds to the public to increase resources for aviation . the above capital will be focused by Vietjet for the development plan of 2021 .,"[0.17921513319015503, 0.007329214829951525, 0.8134557008743286]",neutral,0.17188592
685,Summary,VJC,"vi s góp mt vào th trng hàng không u thp niên này, Vietjet  góp phn ""bnh dân hóa"" chic máy bay - mt phng tin i li","[0.12844906747341156, 0.02201610803604126, 0.8495347499847412]",neutral,0.10643296
686,Summary,VJC,"phiu qu ang c nhiu doanh nghip ln rao bán trong bi cnh c phiu dn ly li à tang trng sau ""n"" Covid-19. ây là lng c phiu doanh nghip","[0.05847160890698433, 0.02454373799264431, 0.9169846773147583]",neutral,0.033927873
687,Summary,VJC,"the increase of Dow Jones's increase surpassed 1,500 points . the vaccine immediately blows optimism into stocks of industry groups . aviation stocks increased sharply, particularly VJC of Vietjet Air Theater .","[0.8347167372703552, 0.1352033168077469, 0.030079971998929977]",positive,0.69951344
688,Summary,VJC,the business results of the 3rd quarter of 2020 have improved compared to the previous quarter . the second brave brave wave is somewhat softer and also has less impact on the economy . the two aviation transport companies reported the heaviest loss .,"[0.2011675089597702, 0.7616071105003357, 0.037225399166345596]",negative,-0.5604396
689,Summary,VJC,"consolidated result of the third quarter also recorded a revenue of VND 2,809 billion . total assets of more than 45,269 billion dong, equity capital reached 16,329 billion dong . the current liquidity index continues to maintain at a good level of 1.14 times .","[0.7399255037307739, 0.01341710239648819, 0.2466573715209961]",positive,0.7265084
690,Summary,VJC,"Vietjet Aviation Joint Stock Company appoints Dinh Viet Phuong as permanent Deputy General Director . he will be the main responsible person of the company in the accounting certificate from October 1, 2020 .","[0.028909854590892792, 0.019256820902228355, 0.9518333077430725]",neutral,0.009653034
691,Summary,VJC,domestic airlines allowed to re-exploit 6 international routes from September 15 . airline has only announced to reopen the Hanoi - Narita route (Tokyo) from September 18 and Ho Chi Minh City - Narita from September 30 . Deputy prime minister Pham binh minh agreed to resume the regular international trade flights with passengers between Vietnam and a number of partners with 6 areas .,"[0.7233833074569702, 0.013463982380926609, 0.2631527781486511]",positive,0.70991933
692,Summary,VJC,"the airline has transferred the right to buy stocks of Vietnam Oil Corporation (PV Oil - OIL) currently holding for long -term investors . this item was recorded in financial revenue contributing to over VND 1,000 billion, 5 times the same period last year .","[0.767544150352478, 0.01084139570593834, 0.2216145247220993]",positive,0.7567028
693,Summary,VJC,"consolidated result of 10,970 billion dong revenue, down 55% and consolidated after -tax profit of 47 billion dong . with a total assets of VND 46,317 billion, equity is VND 17,313 billion including treasury shares .","[0.0081117432564497, 0.9335469007492065, 0.0583413690328598]",negative,-0.9254352
694,Summary,VJC,"d báo bi Hip hi Vn ti hàng không quc t (IATA), toàn ngành s b gim doanh thu 314 t USD . ch tnh n tháng 6 con s nh hng thc t","[0.42861106991767883, 0.04634370282292366, 0.5250451564788818]",neutral,0.38226736
695,Summary,VJC,"the Board of Directors of Vietjet Aviation Joint Stock Company has just passed a resolution on the sale of treasury shares . the company is holding 17,772,740 treasury shares, equivalent to 3.28% of the company's charter capital . a strategic investor is interested in all these shares .","[0.0708223208785057, 0.009986727498471737, 0.9191909432411194]",neutral,0.060835592
696,Summary,VJC,"nam 2020 y danh giá  ghi danh 24 doanh nghip . có có nhiu cái tên ""ngi muôn nam c"" có nhng cái tên ""mt i"" ch ng so vi cùng k nam 2019","[0.07127799838781357, 0.02812305837869644, 0.90059894323349]",neutral,0.04315494
697,Summary,VJC,"in the first six months of the year, Vietjet lost the aviation activities of VND 2,111 billion . in the second quarter, Vietjet recorded VND 3,169 billion from the transfer of ownership and aircraft trade (SLB) and recorded a gross profit of VND 2,000 billion from this activity .","[0.011808090843260288, 0.9568769335746765, 0.03131493926048279]",negative,-0.94506884
698,Summary,VJC,"Chia c tc 50% bng c phiu Nam 2020, Vietjet trnh k hoch doanh thu hp nht 36.000 t ng . hng khai thác 90 tàu bay, tang 12 chic so vi cui nam 2019 .","[0.09688001126050949, 0.02263268455862999, 0.8804872632026672]",neutral,0.07424733
699,Summary,VJC,"in 2019, the airline transport revenue after the audit reached 41,252 billion dong, up 22% . the auxiliary revenue structure shifts from 25.3% in 2018 to 30.4% of the total shipping revenue . also in 2019, Vietjet expanded 34 more routes, raising the flight network to 139 .","[0.9361540675163269, 0.01083347387611866, 0.05301237478852272]",positive,0.92532057
700,Summary,VJC,"va công b báo cáo tài chnh 2019 kim toán bi KPMG . vi mng ng bay trong nam tang trng 24% nam 2019, Vietjet tip tc duy tr v tr dn u v","[0.12053694576025009, 0.03368249908089638, 0.8457805514335632]",neutral,0.08685444
701,Summary,VJC,"the first quarter of 2020 saw Vietjet operate 29,41 flights, transporting nearly 4.5 million passengers, down 22% compared to the same period last year . at the end of the first quarter/2020, in the context of the pandemic, the airline recorded the inadequate transport revenue reached VND 7,222 billion .","[0.008329784497618675, 0.9757172465324402, 0.01595299504697323]",negative,-0.96738744
702,Summary,VJC,"new generation Vietjet airline preferential fare from only 9,000 VND . all domestic flights open for sale on the website www.vietjetair.com from April 23, 2020 to 25/04/2020 . every day the airline also operates about 10 freight flights .","[0.046724844723939896, 0.01345062255859375, 0.9398245811462402]",neutral,0.033274222
703,Summary,VJC,vietjet has agreed to delay 70-80% of the payables for aircraft buying contracts . the company is seeking to cut costs 30-70% and delay payment for other suppliers . the company has also started to serve the ground at Noi Bai International Airport (Hanoi),"[0.01231029350310564, 0.9244470596313477, 0.06324271112680435]",negative,-0.9121368
704,Summary,VJC,covid-19 epidemic has caused a series of business lines to be affected . up to 98% of the aircraft is stopped operating . aviation stocks have immediately received the investor's bottom cash flow .,"[0.012332271784543991, 0.9657834768295288, 0.02188420109450817]",negative,-0.9534512
705,Summary,VJC,this is the time to end the social isolation time under Directive 16 of the Government . private airlines recommend that customers do not forget to take measures to ensure their own health and community as prescribed with the most positive spirit .,"[0.06612905859947205, 0.030430546030402184, 0.9034404158592224]",neutral,0.03569851
